Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	TU014944PAP_Slot1-12_1_3201.d	TU014945PAP_Slot1-11_1_3202.d	TU014946PAP_Slot1-10_1_3203.d	TU014947PAP_Slot1-09_1_3204.d	TU014948PAP_Slot1-08_1_3205.d	TU014949PAP_Slot1-07_1_3206.d	TU014950PAP_Slot1-06_1_3207.d	TU014951PAP_Slot1-05_1_3208.d	TU014952PAP_Slot1-04_1_3209.d	TU014953PAP_Slot1-03_1_3210.d	TU014954PAP_Slot1-02_1_3211.d	TU014956PAP_Slot1-24_1_3213.d	TU014957PAP_Slot1-23_1_3214.d	TU014958PAP_Slot1-22_1_3215.d	TU014959PAP_Slot1-21_1_3216.d	TU014960PAP_Slot1-20_1_3217.d	TU014961PAP_Slot1-19_1_3218.d	TU014962PAP_Slot1-18_1_3219.d	TU014963PAP_Slot1-17_1_3220.d	TU014964PAP_Slot1-16_1_3221.d	TU014965PAP_Slot1-15_1_3222.d	TU014966PAP_Slot1-14_1_3223.d	TU014967PAP_Slot1-13_1_3224.d	TU014968PAP_Slot1-36_1_3225.d	TU014969PAP_Slot1-35_1_3226.d	TU014973PAP_Slot1-31_1_3227.d	TU014974PAP_Slot1-30_1_3228.d	TU014975PAP_Slot1-29_1_3229.d	TU014976PAP_Slot1-28_1_3230.d	TU014977PAP_Slot1-27_1_3231.d	TU014978PAP_Slot1-26_1_3232.d	TU014979PAP_Slot1-25_1_3233.d	TU014980PAP_Slot1-34_1_3234.d	TU014981PAP_Slot1-33_1_3235.d	TU014982PAP_Slot1-32_1_3236.d
O14737	O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	8228.43	9094.23	7363.69	7532.82	6044.6	7569.45		6912.46	7577.99	5695.74	4253.33	2911.86	3327.39	4397.19	3360.9	6950.58	7440.58	7139.59	6612.2	5059.64	6491.37	6935.57	7686.62	3356.38	3741.85	3036.44	3315.69	3462.63	3265.63	2681.48	3542.86	2851.7	3682.29	3549.72	3957.49
O14744	O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	6973.06	4527.15	6676.3	6794.02	3715.64	4256.67	10526	4006.11		2752.12		10257.9	10452.2	10520.7	10054.6	7241.25	8720.79	6442.85	5822.88	6068.33	6450.5	7203.75	5694.59	11526.3	11854	10813.3	10479.8	11122.3	11675.2	11824.7	10373.7	10811	11410.2	11290.1	11015
O14745	O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	3983.88	3638.34	4339.52	4823.16	4458.65	4379.48		5060.35	3318.12	3137.61	5347.19	2025.69	2185.63	1654.21	2090.94	3563.94	2545.65	2935.4	3496.09	3697.45	3445.54	2187.28	5272.14	1960.39	2109.04	1795.4	2468.55	1408.06	1909.13	2607.68	1802.27	1085.04	1777.31	1467.77	2208.09
O14757	O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1		2485.55										4837.96	4206.03	4185.87	4528.33	2039.94				4014.21				4868.98	4319.92	4196	5532.15	5874.73	4540.37	5872.45	4747.27	4574.01	5073.06	5750.03	3928.6
O14773	O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	6546.69	2889.3	5720.12	6244.37	5707.15	3566.75	5814.58	4058.8	3511.85	3196.17	4496.64	2968.81	3040.24	2974.3	2391.33	4962.15	3522.63	4902.98			6825.03	4461.01	5616.8	2305.5	2483.06		4052.93	5141.06	2822.22	2659.42	2975.45	3433.75	2323.28	3273.88	8867.86
O14776	O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	16930.9	14923.8	14653.1	18058.8	14311.7	14909.6	13352.2	14898.8	16375.2	14367.5	10469.1	19392.9	20783.7	20852.7	22430.3	27055.9	29946.9	22523.3	24492.3	22028.4	26522.3	19770.4	17284.8	20345.8	20436	21209.3	21172.1	20901	20930.9	22090	20801.5	20841.3	21349	21641.9	19673.7
O14818	O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	15500.9	10072.3	11180.2	13082.6	12353.4	12328.5	15657	11290.6	11207.6	11405.8	11726.7	16436.9	16574.5	17842.1	19346.3	13697.9	14081.9	13194	13735.9	12653.4	11547.4	13047.2	11684.5	18296.2	16237.8	17386.7	21363.2	19279.1	16142.1	20646.2	17254.8	16239.1	17361.7	18541.2	17171.6
O14893	O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	1722.01	1102.16	1811.07	1046.88			1296.29	1635.17	542.014	888.524	1043.07	2469.94	3093.15	2418.62	2668.02	1812.43	2407.56	1836.92	1541.76	1664.99	2574	1728.7	1502.21	3043.82	1945.05	1637.27	2769.49	2565.81	2218.83	3192.9	2966.69	3151.63	2780.22	2226.3	2173.65
O14929	O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	3019.03	3226.67	3329.49	4261.59	3892.55			2855.86	3481.02	2117.56	4893.54	4795.17	4977.94	5529.54	6077.27	4106.05	4578.84	4712.04	4234.54	3486.73	4279.83	3954.45	4575.76	5950.66	5279.58	5477.95	5417.94	5840.56	5340.87	5319.51	5893.11	6088.3	5663.35	5273.07	4491.21
O14936	O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK		1423.61			963.446								966.815	1185.69	957.758									1471.14		851.672	1276.9	1168.06	944.017	1321.44	1081.93	1238.46	1060.98		1933.51
O14949	O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	7259.92	9252.62	7765.03	8594.94	5186.57	7846.08	6762.62	6576.45	5433.28	4729.31		3171.28	3328.27	3033.41	2975.18	14471.8	14865.2	11676.2	11292.4	10186.3	20370.1	8702.41	8417.68	4006.43	2386.2	2747.12	4660.51	3717.17	3080.74	3246.89	3063.61	2984.58	2721.97	3007.82	5266.1
O14950;P19105	O14950;P19105;P24844	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	23463.9	13374.4	16621.8	13025.3	15867.1	12758.3	16544.9	14718.6	17716.1	16132.3	19463.5	22150.2	22758.9	21530.5	19393.2	15218.8	13282.1	14683.4	17565.1	17405.1	16626.9	17631.8	15307.4	23793.3	23764.5	23534.4	24449.1	23681	24209.8	24810	21531	22340.7	23963.3	22840.2	22760.4
O14965	O14965	AURKA_HUMAN	AURKA	Aurora kinase A												3125.15	2282.31	2592.99	2453.12		2338.15	2699.79	3984.86	2492.28				2757.4	2138.95	2369.88	2663.73	2125.79	2985.66	2425.35	2625.71	2442.04	3094.87	2872.86	3082.21
O14972	O14972	DSCR3_HUMAN	DSCR3	Down syndrome critical region protein 3												1278.54	1605.47	1042.91	1171.52									1602	1201.88	1404.8	1541.9	1290.41	1457.36	1197.97	1550.63	1824.41	1941.37	1321.49	1653.79
O14979	O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	18124.7	21895.4	18242.2	17068.8	12301.9	20838.9	15505.1	19425.1	18448.4	13990.8	16051	34837.2	39115	37307.6	37935.4	30266.6	29948.3	33776.1	28036.6	28126.2	24266.1	24644.3	21144.3	38371.6	37424.9	35600	34904.7	33984.9	39194.7	36062.9	34646.7	33778.5	36510.5	37090.7	35617.1
O14980	O14980	XPO1_HUMAN	XPO1	Exportin-1		5036.36	2913.99	1420.26	1768.08	3032.8	3539.88	2441.04		3131.73		2540.26	2143.51	2164.13	2578.69	3173.73	3726.16	3488.99	3297.2	2431.7	2885.7	2523.33	3339.76	2281.03	2593.56	2216.58	2627.26	2626.67	1881.23	2381.2	2076.91	2046.06	2320.61	2615.69	2943.9
O15042	O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	21145.3	18472.1	14938.9	23252.5	13098.7	12460.7	17543.9	17547.2	13981.6	12506.3	20873.5	16730.5	17306.4	17398.1	19082.6	22543	22742	20130.4	23731.1	20553.5	20235.9	18081.2	18166.3	16075.4	17443.2	17108.6	17678	18903.8	16931.4	16737.9	15331.5	14987.4	16243.4	16139.5	17216.8
O15050	O15050	TRNK1_HUMAN	TRANK1	TPR and ankyrin repeat-containing protein 1					5122.51				3426.56	4524.63					2261.42			4164.21		5799.82															
O15075	O15075	DCLK1_HUMAN	DCLK1	Serine/threonine-protein kinase DCLK1					6544.44							4627.88	4840.11	5453.16	4919.25	3523.57	3100.86	4277.83	2229.68		2347.5			4793.96	4493.72	4537.2	4003.45	4732.37	4862.68	4302.34	4841.95	3499.64	4151.55	3919.24	4473.18
O15111	O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha		276.434					484.039					3194.32	3170.88	3020.8	2952.96	1320.87	1062.27							3081.83	3324.78	2825.5	2594.86	2458.81	2571.03	2450.84	3544.98	2745.29	2880.02	3092.61	2681.77
O15126	O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	3192.78	2835.19	2256.51	1935.86	2526.91	1991.46		1501.84	2234.33	1608.67		1539.92	1047.36	982.917	950.151	3801.26	5274.87	3913.76	3049.77	3696.9	6165.31	4331	3292.27	1128.81	851.665	850.12	1685.3	1420.24	999.549	1147.32	1198.75	1169.29	1027.37	868.59	2928.1
O15143	O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	4538.32	4916.84	4451.39	4670.94	4082.43	3709.44	4420.23	5349.18	3786.35	3317.25	3475.74	11243.7	10885.2	10895.6	10710.5	7499.66	7235.01	5779.56	6870.6	5943.76	7357.25	4924.49	5127.54	11135.1	12574.7	11285.4	12196.2	10929.3	11588.4	11150.1	10621	10561.1	11403.3	11164.5	10968.5
O15144	O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	5915.18	5851.43	4695.27	6328.29	6002.47	5011.4	9212.66	7178.14	5644.62	4606.2	6622.32	7823.76	7867.92	7165.15	7739.33	6455.28	5739.06	5523.2	6679.28	6830.25	6968.65	7416.33	6606.86	8426.83	8934.84	7975.78	7473.69	7930.14	8380.56	7147.99	8124	8743.15	8640.29	8273.71	7850.67
O15145	O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	13710.8	14813.8	14316.4	10426.3	12568.5	12902.1	13256.4	16600.2	10915.6	11847.9	12416.7	31419.8	31560.5	30227.7	28386.5	18096.2	16745	13329	14540.7	17754.8	12006.5	15662.9	15177	33640.4	35231.1	34783.6	31794.6	33066.3	34083.8	30441.7	30271.7	28203.9	35079.8	34745.8	34295.8
O15164	O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha		1998.29	2453.69	610.699				1024.66	2034.51			3358.73	3416.88	3101.21	3475.09	3233.91	2429.5	1882.35		2311.06	1225.16	2680.99	1856.91	3163.4	2962.59	3469.09	3237.44	3315.36	3195.75	4690.84	3737.95	3539.6	3914.17	3104.52	3139.25
O15173	O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	8825.95	9773.31	10602	7907.77	5095.2	9070.14		3732.87	4156.16	6380.66	4993.91	3806.23	4161.8	3746.45	3539.37	8091.18	9757.05	11319.8	9895.33	9105.1	11144.8	9765.05	10727.6	3569.01	3615.85	4394.56	5253.42	5690.79	3408.16	3568.86	4657.75	3550.89	4956.32	4440.33	6780.52
O15212	O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	3144.29	2889.42	3960.37	4721.51	3561.11	5540.17	4380.5	5273.47	4108.13	4516.85	3682.14	1287.29	1128.9	839.979	549.119	1548.51	2201.64	2236.22	1766.17	2009.95	1879	3246.55	2708.03	1158.56	985.353	703.323	909.966	797.589	974.574	933.997	1105.54	1156.74	866.759	596.144	1105.09
O15260	O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4		13371.8	10432.7	9996.82	11236.4	9579.61	15223.2	10043.5	9567.71	13914.3		7694.83	7028.89	7887.65	7436.4	12363.7	12539.3	14266.7	14436.9	16827.8	19604.9	14076.9	17753.8	6339.98	5408.35	7853.4	8465.56	8925.77	5455.21	5776.39	7420.51	8323.25	6795.76	6538.06	11520.5
O15344	O15344	TRI18_HUMAN	MID1	E3 ubiquitin-protein ligase Midline-1	7716.78	4575.68	4059.9	4775.47	3958.77	3922.97	3214.22	4019.52	3531.54	2632.46		12710.9	11478.1	13118	11674.4	9440.45	7011.96	6682.19	7426.35	7064.24	5442.03	6250.47	6845.23	12934.4	12035.3	12155.6	12307.1	13609.7	11995.2	10794.1	13055.3	12393.8	12652.4	12053.3	13317.6
O15347	O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	18567.9	17941.6	14979.7	15138.9	10889.5	12008.8	11498.8	12679.7	11081.3	9732.5	7316.79	105181	109284	98455.9	99304.4	45675.3	47945.3	33870.5	37150.8	33642.5	28167.5	24912.4	22482.7	107313	109010	105179	92315.1	96972	109678	129765	101422	106431	108821	96636.7	94912.9
O15355	O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G		2674.51				1318.53		2325.21	2924.81			1388.7		1393.77	1689.94	3139.63	2393.22	3019.05	3896.21		2466.78	3553.87	3454.16	1131.22	1325.14	1412.21	2374.78	2103.44	1774.81	663.347	1864.68	1629.22	1411.92	1463.65	1576.68
O15357	O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2		2843.74	10726.7	3080.03	10488.6	3590.93		3235.32				6309.46	5875.23	6310.7	6910.91	5071.84	4868.01	5875.66	6104.46	5534.43	4877.7	5340.21	4883.53	6148.21	6658.27	6981.73	6294.8	6123.81	6372.54	7328.08	6352.82	6126.39	5610.18	5300.81	6097.17
O15371	O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	7280.21	6259.13	5668.5	4990.17	5741.68	4820.51	3292.78	4405.93	6950.71	5555.69	4750.66	10138.6	10664.4	10880.7	10128.4	10129.1	9803.94	7531.6	9212.06	8742.42	6306.36	6663.42	5770.58	10397.7	11119.2	11369	10562.7	10422.1	10534.5	10574.6	9146.66	11698.1	10377	10645.1	9323.62
O15372	O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	25264.7	22018.5	16907.7	20180.6	19730.6	18508	16947	21147.2	16066.1	9538.56	11044.5	25020.9	28550.9	27229.6	31744.8	33243	31715.7	28719.9	33239.4	29473	27920.1	24741.9	23682.6	26606.7	26704.8	29384.9	27231.9	26398.9	27180.3	30450.7	29077.3	28686.3	25967.4	27223	25969.5
O15381	O15381	NVL_HUMAN	NVL	Nuclear valosin-containing protein-like												2176.25	2212.96	2515.07	2849.19									2090.96	2305.53	2840.05			1810.41	1687.36	2062.98	1572.43	2629.86	2088.05	1998.78
O15397	O15397	IPO8_HUMAN	IPO8	Importin-8		1501.83				905.159						1872.36	1576.74	1439.58	1076.92		1680.67	1557.93		1485.31			2023.79	1413.02	1635.7	1208.85	2294.92	2450.14	1404.51	1302.77	1323.39	1499.77	1688.49	1403.74	1864.13
O15400	O15400	STX7_HUMAN	STX7	Syntaxin-7	5151.83	5379.74	4257.55	5857		4147.78	4061.78			5277.84		1929.17	1840.2	2422.27	2155.15	4959.01	5518.74	5946.27	3888.34	5800.4	5533.8	5096.82	8320.37	1998.1	2077.91	2330.48	2244.05		1947.84	1947.15	2098.1	1790.37	1802.98	2077.64	3866.67
O15405;O94842;O94900	O15405;O94842;O94900	TOX3_HUMAN;TOX4_HUMAN;TOX_HUMAN	TOX;TOX3;TOX4	TOX high mobility group box family member 3												1971.51	2406.05	2465.49	2656.54									2624.18	2147.47	3175.83	2804.77	2730.1	3231.33	3376.53	2357.96	2659.22	2816.46	2910.07	2548.71
O15417	O15417	TNC18_HUMAN	TNRC18	Trinucleotide repeat-containing gene 18 protein		7493.13				2699.43		3283.41	2575.45	5504.54			9422.24	8704.09	9716.34	5580.21	8400.37	4835.76	7174.93	6541.46	3182.35	4978.43			9456.52	9910.82	6810.49	5104.58	3035.14	9007.48	9342.74	10945.1			
O15438	O15438	MRP3_HUMAN	ABCC3	Canalicular multispecific organic anion transporter 2													1633.52																						223.304
O15511	O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	7560.43	8260.62	6809.29	7402.54	8850.54	6375.96	9110.43	9931.14	9844.88	7070.48	7637.12	4321.55	3786.98	5110.26	3778.29	7865.83	7465.67	5832.71	6644.5	8581.45	6382.23	8469.58	7995.35	4324.94	4577.8	4953.37	5121.23	5048.25	4588.93	4921.89	4397.01	4835.06	5378.71	4737.58	5863.9
O15540	O15540	FABP7_HUMAN	FABP7	Fatty acid-binding protein, brain	9821.7	60914.7	10927.2	8177.2	4329.14			7545.13	8436.08		2352.02	11728.3	15289.9	11704.3	13403.2	28138.9	26733.4	65817	23653.2	18231.6	26594.8	23300.2	29889.8	12169.1	12381.6	13209.2	13528	14309.7	13872.3	14663	14129.1	14441.4	13685.3	12060.2	14467.5
O43143	O43143	DHX15_HUMAN	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	27250	24852.4	22537.2	23006.5	19258.6	21033.2	17941.7	19843.5	19323.1	13537.7	13371.5	43799.1	44877.7	45100.7	46145.4	42978.4	43481	39107	38216.3	36437	33846.7	31718.1	28831.2	43097.7	42619.3	44527.2	42565.2	42418.2	44808.7	44717	44893.3	46384.7	44083.3	44337.5	39991.2
O43148	O43148	MCES_HUMAN	RNMT	mRNA cap guanine-N7 methyltransferase	4448.42	3848.87	4262.6	5072.53	3711.43	3955.26	4099.05	3635.45	1797.65	2053.23		16785.1	16140.9	15315.6	16887.5	10219.9	8302.55	8535.01	8513.92	6036.39	7385.31	4618	5561.94	17443.2	16330.7	17377.6	16836.6	16900.8	16495.2	17936.3	16878.3	15761.9	18155.5	15968.6	15371.4
O43156	O43156	TTI1_HUMAN	TTI1	TELO2-interacting protein 1 homolog		2536.06		2442.36		911.483						3546.8	3121.07	3230.7	2585.08	2567.56	1625.71	1580.73	1727.01	1811.34		1584.83		3912.11	3207.47	3601.23	3281.95	3592.56	3258.3	4063.01	3750.42	3421	3123.03	3984.64	3208.83
O43169	O43169	CYB5B_HUMAN	CYB5B	Cytochrome b5 type B	7527.39	4146.43	6399.68	7717.82	6724.51	4358.35	5495.43	6410.93	5157.9	6396.17	6932.16	2581.16	2216.12	2450.96		3287.12	2796.3	4676.76	4852.26	5658.97	3488.78	5842.32	5342.07	1703.37	1744.33	2019.17	2299.93	2501.45	1453.68	1418.85	1939.13	1294.52	1897.05	2636.7	2400.21
O43172	O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4	5908.16	5256.51	5375.06	5890.79	6701.84	8942.51	6581.6	7691.21	6596.52	6209.79	6105.75	7254.44	7194.7	7331.06	7362.64	7342	5780.49	9046.44	6994.17	8128.28	7992.05	7368.65	6010.01	6473.06	7015.06	6375.21	7219.73	7385.14	6832.52	6829.28	6515.2	6652.8	7102.41	6394.24	6284.34
O43175	O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase	32591.5	42680.7	28795.2	30674.7	25846.7	35411.6	31683.3	27241.8	34092.4	27720.8	26011.1	27670.4	27558.4	24822.7	25364.4	39278.2	40113.5	54017.2	37913.2	38782.2	44758.3	36213.9	52538.3	24173.5	24223.9	25265.3	28523.5	27450.1	24892.5	28768.5	27239	25280.8	26105.3	26768.9	22631
O43237	O43237	DC1L2_HUMAN	DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2	7225.61	7056.58	7127.78	7107.34	8219.1	7917.22	7278.18	10061.8	9265.09	6657.16	8803.18	2578.04	2659.26	2696.59	1859.04	4400.28	6187.65	5993.8	6550.12	7428.11	6877.3	7487.34	8022.08	2268.05	2496.35	1987.55	2565.64	3140.36	2630.09	2666.04	3170.95	2085.54	2834.2	3481.11	5348.13
O43242	O43242	PSMD3_HUMAN	PSMD3	26S proteasome non-ATPase regulatory subunit 3	12792	9977.9	9806.64	9028.24	12590.5	9517.75	10546.6	8704.33	10475.9	9364	7622.45	14370.8	13762	12758.3	13489.8	12583.7	11514.8	11734.1	12030.1	12611.8	12495.2	11933.7	11005.6	13318.4	13410.2	14697.7	15162.8	13462.2	13575.4	14058	14478.5	12752.4	13010.9	13942.9	15078.5
O43252	O43252	PAPS1_HUMAN	PAPSS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1		8409.96	22459	29610.6	44111.6	6663.95			19979.9	31435.3		11160.1	9217.89	12065.9	11019.9	36421.9	7175.04	14327.5	23554.1	20908.7	4814.15	7888.98	39251.4	9112.41	7775.18	9411.01	11951.8	20180.1	10037.7	8839.43	9356.51	8016.85	9834.88	14656.2	9820.95
O43290	O43290	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1		1665.05										2344.6	2885.54	2510.24	2027.93	2915	1463.09	1896.5	1781.51	1204.54	1232.67	1317.33		2300.72	2501.47	1156.09	1675.93	1879.18	2048.2	1253	2188.11	2139.6	1860.72	1781.79	1355.47
O43314	O43314	VIP2_HUMAN	PPIP5K2	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	3545.17	1343.9		2548.2					2618.07		1867.66	5242.28	5106.98	5205.65	4896.58	5035.36	5063.93	3644.75	6669.93	2810.78	5832.04		3428.67	4919.49	5022.94	5335.97	4595.67	4479.22	5263.42	6020.34	4486.05	4086.34	4319.72	5214.61	4775.66
O43318	O43318	M3K7_HUMAN	MAP3K7	Mitogen-activated protein kinase kinase kinase 7		777.851										790.019	1065.67	1021.52	1104.9	431.809	863.089		1204.47				718.029	1226.12	586.649	785.048	1105.07	1399.15	843.706	1469.92	1114.4	799.618	1094.05	566.711	1045.96
O43324	O43324	MCA3_HUMAN	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1	9160.45	4298.67	7295.56	7663.03	6662.83	4854.9	8171.94	8042.45	9188.81	8600.37	5912.88	7452.29	7239.2	7016.69	5948.53	8254.77	6440.92	8127.43	6533.22	7608.62	7536.18	7096.44	4454.59	7187.77	8299.81	6716.53	7838.62	9016.3	8680.14	7882.38	5805.49	6778.25	6992.61	8832.97	8176.47
O43390	O43390	HNRPR_HUMAN	HNRNPR	Heterogeneous nuclear ribonucleoprotein R	14019	21906.4	17681.2	15159.6	13958.8	20276.8	18209.6	16712.4	14090.1	11138.1	13851.4	12956.7	13114.9	11027.6	12736.7	14074.1	16550.7	21280.1	13016.3	19876.8	16833	14134.7	18116.6	10089	12221.5	11247.1	12119.3	12013.7	9669.1	12106.2	11108.9	10417.2	12954.5	11044.8	14600.1
O43395	O43395	PRPF3_HUMAN	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3	1961.93	1275.02			1271.66				1787.19			1840.76	2485.86	2687.8	2407.58	2427.33	1687.35	1376.8			1386.84	2937.45	1706.84	2467.53	2442.58	2106.51	2526.74	2376.24	2507.65	1992.64	2129.34	2277.87	2391.37	2322.21	1646.96
O43399	O43399	TPD54_HUMAN	TPD52L2	Tumor protein D54		8396.67	8906.4	9666.74	7914.65	7170.77		5809.53	9659.49	6890.05	8463.51	3458.94	3057.19	3696.7	4103	8167.64	6614.72	8705.66	10122.6	9780.94	9386.42	8013.91	9516.4	2699.95	2840.79	3254.81	3929.2	5180.91	2360.57	2857.96	3199.66	2875.7	4084.46	3117.15	5312.42
O43426	O43426	SYNJ1_HUMAN	SYNJ1	Synaptojanin-1												1676.45	1367.99	1419.18	1739.19	1687.96								1359.48	1485.62	1805.81			1296.89		2135.43	1250.12	2106.92	1615.28	1252.51
O43427	O43427	FIBP_HUMAN	FIBP	Acidic fibroblast growth factor intracellular-binding protein		3792.09				5241.57	5660.8		3180.69			7056.81	7439.96	6907.94	6456.02		4452.04	5641.56						7156.02	6393.45	5661.55	7348.53	6908.78	6074.08	5104.15	6389.36	5962.12	6878.94	6080.86	7231.35
O43432	O43432	IF4G3_HUMAN	EIF4G3	Eukaryotic translation initiation factor 4 gamma 3	8593.44	7448.61	10290.4	7707.95				7993.6	7601.25	7124.08	5736.95	12891.9	12419	11920.2	12365.3	11543	10542	9102.91	9801.78	10548.7	10651.4	8862.2	8243.57	11414.7	12473.6	12818	12158.9	11442.9	13178.7	11445.1	11554.5	13242.6	11188.2	12192.9	11581.2
O43447	O43447	PPIH_HUMAN	PPIH	Peptidyl-prolyl cis-trans isomerase H			2520.91									3865.01	3513.84	3881.88	4895.49	3350.3								4527.23	4569.05	4016.95	6598.9		3998.98	4753.77	5780.08	5050.48	3289.54	3046.4	4766.21
O43488	O43488	ARK72_HUMAN	AKR7A2	Aflatoxin B1 aldehyde reductase member 2	6607.71	6486.01	4965.05	8154.93	7299.25	6078.9	6782.33	5993.06	7251.93	7172.45	9183.99	3032.13	2477.12	3240.62	3251.54	5393.02	5289.12	5217.14	5408.98	5590.57	7795.52	5448.27	6180.46	2632.76	3204.9	3045.46	3483.05	4077.53	2929.37	2646.74	2738.4	2681.4	3153.87	2964.97	5238.01
O43491	O43491	E41L2_HUMAN	EPB41L2	Band 4.1-like protein 2		2560.95					5852.65	7380.25		4562.02		4663.08	4676.52	4580.19	4631.96	5845.04	4028.35	2982.56	4022.05	4449.06	4452.38	4372.95	3870.49	4628.64	4687.57	4984.48	6192.3	5908.82	4727.56	4733.73	4978.05	4861.66	4273.6	4810.55	4970.78
O43502	O43502	RA51C_HUMAN	RAD51C	DNA repair protein RAD51 homolog 3		1055.47										2201.39	1967.86	2052.28	2125.37	2010.97	1359.48	1460.96		1711.58			1699.23	2340.91	2334.57	2663.28	2472.44	2214.91	2003.34	2888.5	2255.51	2692.29	2691.1	2235.62	2143.67
O43542	O43542	XRCC3_HUMAN	XRCC3	DNA repair protein XRCC3				3750.67								2552.87	2735.69	3194.83	3445.59	2199.45								3399.52	2890.2	3251.04	3269.43		3254.65	3405.84	2948.61	2460.72	3767.53	3615.22	2715.11
O43583	O43583	DENR_HUMAN	DENR	Density-regulated protein	6483.97	4970.64		9264.11		4458.05			4795.65			28450.1	26944.6	27264.3	27406.2	13010.1	9482.12	10543.7	10027.9	6641.42	4992.85	6657.76	7794.88	29759.2	29603.3	27658.6	29346.5	28069.6	28453	31095.4	28091.9	26286.8	32727.3	31640.5	25754.2
O43598	O43598	DNPH1_HUMAN	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1		6001.36	6946.11		7438.27	6281.66		7393.83	6661.23	5025.93		2526.04	3492.53	2713.94	3921.95	4363.21	6222.92	6158.57	5614.43		6551.49		6198.41	3085.48	2969.84		2512.37	4073.1	3157.25		3503.74	3137.43	2748.81	3059.01	4285.43
O43602	O43602	DCX_HUMAN	DCX	Neuronal migration protein doublecortin	4089.01	3557.81	2928.99	2242.36	1725.05	5018.81	1648.41	1685.56	2328.9	1943.61	2283.73	2423.19	2373.26	1997.2	2109.42	2552.4	2210.95	2719	1753.42	4366.76	2378.89	2619.94	4344.25	2026.21	1556.92	2794.1	2292.46	1776.36	1934.61	1999.35	2524.72	1726.98	2311.98	1970.78	3376.75
O43633	O43633	CHM2A_HUMAN	CHMP2A	Charged multivesicular body protein 2a	10453.6	6258.27	6077	7267.99	7770.72	10312.2	9484.46	13071.5	9765.96	8026.15	9102.62	20300.8	19556.8	19779.7	18269.7	10533.4	6430.68	8300.18	8786.48	7490.07	7120.8	7742.52	7021.43	21878.4	21404.9	21903.4	20525.8	19484.3	21984.3	21574.4	20868.8	22159.5	21980.6	21744.8	19144.7
O43660	O43660	PLRG1_HUMAN	PLRG1	Pleiotropic regulator 1										1183.28		1536.19	1729.77	1891.6	2254.42	2360.72								2069.6	2068.34	2232.31	1431.16	1792.37	1881.27	1078.34	1966.53	2045.16	1711.06	2177.87	1415.45
