Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	TU014892CK_Slot1-01_1_3148.d	TU014893CK_Slot1-02_1_3149.d	TU014894CK_Slot1-03_1_3150.d	TU014895CK_Slot1-04_1_3151.d	TU014896CK_Slot1-05_1_3152.d	TU014897CK_Slot1-06_1_3153.d	TU014898CK_Slot1-07_1_3154.d	TU014899CK_Slot1-08_1_3155.d	TU014900CK_Slot1-09_1_3156.d	TU014901CK_Slot1-10_1_3157.d	TU014902CK_Slot1-11_1_3158.d	TU014903CK_Slot1-12_1_3159.d	TU014905CK_Slot1-25_1_3161.d	TU014906CK_Slot1-26_1_3162.d	TU014907CK_Slot1-27_1_3163.d	TU014908CK_Slot1-28_1_3164.d	TU014910CK_Slot1-30_1_3166.d	TU014911CK_Slot1-31_1_3167.d	TU014912CK_Slot1-32_1_3168.d	TU014913CK_Slot1-33_1_3169.d	TU014914CK_Slot1-34_1_3170.d	TU014915CK_Slot1-35_1_3171.d	TU014916CK_Slot1-36_1_3172.d	TU014919CK_Slot1-14_1_3177.d	TU014920CK_Slot1-15_1_3178.d	TU014921CK_Slot1-16_1_3179.d	TU014922CK_Slot1-17_1_3180.d	TU014923CK_Slot1-18_1_3181.d	TU014924CK_Slot1-19_1_3182.d	TU014925CK_Slot1-20_1_3183.d	TU014926CK_Slot1-21_1_3184.d	TU014927CK_Slot1-22_1_3185.d	TU014928CK_Slot1-23_1_3186.d	TU014931CK_Slot1-37_1_3189.d	TU014932CK_Slot1-38_1_3190.d	TU014933CK_Slot1-39_1_3191.d	TU014934CK_Slot1-40_1_3192.d	TU014935CK_Slot1-41_1_3193.d	TU014936CK_Slot1-42_1_3194.d	TU014938CK_Slot1-44_1_3196.d	TU014939CK_Slot1-45_1_3197.d	TU014940CK_Slot1-46_1_3198.d	TU014941CK_Slot1-47_1_3199.d	TU014942CK_Slot1-48_1_3200.d
O00401	O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	5623.34	5211.77	5549.89	5848.86	5850.05	4392.49	6207.27	6194.92	5560.32	6681.31	5121.5	4957.83	6084.69	6130.24	5173.44	5098.7	5335.87	4816.19	5294.89	5540.81	6369.69	5267.08	5769.73	5587	6445.39	6560.38	5533.89	6110.15	6057.15	5527.14	5496.98	6023.78	5538.85	6143.39	5762.01	6177.04	5923.78	5634.56	6086.3	5595.48	5044.67	5963.08	5714.22	5979.06
O00410	O00410	IPO5_HUMAN	IPO5	Importin-5	2830.9	2350.45	2354.94	2132.75	3073.79	1973.28	2418.98	2255.07	2743.21			2712.2	2712.52	2684.1	2471.25	1331.35	2127.4	2819.79	3079.63	2404.15	1222.33	2174.76	3075.13	2271.76	2086.77	2155.01	2197.78	2359.39	2287.02	2029.88	1869.51	2182.18	2220.53	2098.58	1891.93	1512.6	1302.71	2104.04	1497.09	2047.11	1680.68	1553.61		1714.27
O00422	O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	3229.82	3250.09	2326.48	2966.14	2921.66	3239.22	2328.57	2404.81	1882.34	1630.97		1769.61	2269.7	2952.1	1617.42	1829.32	1535.72	2275.09	1666.12	1625.46	1320.79	2119.72	2008.06	2182.01		2915.81	3402.55	3144.61	3058.4	3216.4	3145.95	3023.55	2248.14	3948.82	2698.26	2381.86	2138.16	2292.26	3386.19	3958.6			3648.4	
O00423	O00423	EMAL1_HUMAN	EML1	Echinoderm microtubule-associated protein-like 1	929.396	1081.14	1385.58	1019.56	927.348	842.986	825.128	1143.17	1029.82	1562.97		969.964	1078.95	818.023	1027.17	1380.94	1320.19	987.377	927.428	1384.83	1262.41	814.394	964.238	1706.83	2008.41	1815.29	2387.09	1402.81	1750.02	1940.38	1635.37	1534.25	1625.99	1485.43	1737.06	1500.92	1764.66	1276.85	1780.9	1627.1	1471.52	1643.29	1707.18	1844.43
O00425	O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	7109.54	8266.19	6117.97	9368.51	6435.05	7715.09	7555.85	7824.48	6501.01	8245.2	10465.1	7524.63	8160.99	7388.4	8678.14	8499.94	8284.73	7022.9	7464.07	7416.11	8007.81	6520.21	6825.19	10015.1	10845.6	8917.28	8888.79	8234.82	10118.7	9580.61	9873.86	9984.02	9484.55	8785.36	10426.3	9539.81	10416.4	10624.3	10048.4	10472.5	8567.14	8762.92	9349.71	9672.04
O00429	O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	7883.06	9149.02	8322.75	8857.25	7830.42	8484.53	7569.94	8977.41	8749.49	8168.9	6501.89	8456.82	8006.07	8837.03	7706.23	10873.4	8247.89	8315.42	7632.63	8825.33	9286.44	8699.91	7519.8	10798	9690.12	11428.4	11504.8	10981.3	10934.2	10932	11130.3	11562.2	10756.1	10588.2	10202.6	10094.6	10114	11485.6	10757.8	10036.9	11046.4	10162.9	11219.3	11546.4
O00442	O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	1214.36	1766.67	1687.26	1221.6	1293.35	1851.19	1768.95	1372.7	1320.58	353.994		1369.21	1659.08	1357.43	1810.37	1776.71	1663.84	1765.87	1340.59	1298.6	1605.97	1886.64	1211.16	3652.23	2455.82	3366.39	3328.89	3828.32	4106.53	4095.93	2890.47	3196.34	2778.11	3277.59	3448.09	3193.23	3605.56	3368.4	3376.68	3326.01	3212.88	3089.33	2925.52	3136.39
O00458	O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	1015.24	647.321	999.408	711.097	1062.35	1030.34	794.774	1007.73	1017.31	835.037	2293.95	588.699	1113.12	866.164	1319.72	1075.36	610.636	833.674	976.171	501.5	556.224	965.308	698.46	1304.97	1433.82	1194	1386.14	1255.72	1589.74	1548.7	1294.57	1336.35	1277.94	1498.54	1472.89	1437.29	1555.51	1252.19	1176.14	1258.01	1087.59	1206.93	1529.56	1636.58
O00459	O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	784.477	728.495	959.98	1131.08	718.949	1153.11	787.322	1307.77	973.271	1506.15		719.863	908.4	911.327		1043.95	1142.45	792.267	1047.08	1183.49	917.223	813.597	983.438	1821.28	1867.33	1557.25	1809.9	1676.46	1900.03	1719.32	1718.03	1691.49	1349.39	1645.48	1659.29	1749.2	1635.17	1704.94	1582.82	1629.54	1982.4	1922.36	1727.01	1478.91
O00471	O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	3093.47	2591.22	2357.1	2596.36	2611.03	3460.6	3501.09	2129.9	3354.91	2837.92	2559.93	2680.16	3062.66	2649.04	2629.77	2732.63	2519.93	2811.12	2236.04	2966.65	3108.86	2433.84	2887.81	3549.66	4822.78	4018.44	4103.97	5197.24	5390.87	5030.34	5667.27	5406.6	4311.57	3280.39	4497.43	3719.95	4356.54	3419.71		5489.19	3477.56		5367.61	4070.34
O00487	O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	2359.14	3048.52	3590.17	2785	2831.13	3808.43	3799.51	2932.6	3972.05	4978.07		3996.93	3837.59	3060.72	2386.24	4121.34	3566.51	3539.23	3564.96	3887.82	3544.08	3276.62	3006.05	3994.38	4301.24	4155.22	3910.23	3717.09	4179.49	4082.08	4256.32	4366.48	3876.63	4104.29	3824.1	4078.86	4052.01	3841.78	3711.37	3584.1	4007.43	3799.2	3423.06	3320.5
O00488	O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	2085.72	2514.17	2183.91	1670.59	2262.98	1936.81	2028.38	2246.22	1401.07	2539.36		3051.95	1305.82	1637.15	3096.53	2586.27	2037	1989.22	1445.58	1772.49	1517.58	1051.01	1392.59	3996.07	4381.81	3463.95	3217.78	3576.99	4052.76	3264.77	3576.94	3329.69	2817.92	3096.17	1662.94	3074.57	2806.28	2822.17	3029.01	2864.49	3026.09	2573.79	3046.6	3502.39
O00499	O00499;P49418;Q9UBW5	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	2514.63	2014.35	2833.57	2281.07	2024.26	2384.87	2058.63	2543.67	2555.03	2824.35		2422.7	2111.56	1829.89	1797.26	2198.66	2896.08	2231.4	1964.12	2860.85	1849.92	2678.8	2406.54	2610.69	2416.58	2846.68	2130.56	2219.87	2257.5	2449.89	2618.46	2649.99	2300.51	2021.68	2029.65	1988.03	2199.69	2041.98	2209.56	2119.27	1529.73	1878.57	1731.23	2723.03
O00505	O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	402.777				453.017		547.802	504.515	391.235			757.633	326.532	358.018			437.459	421.389		251.844		509.454																		486.419				
O00541	O00541	PESC_HUMAN	PES1	Pescadillo homolog	5185.13	4669.49	5014.94	4682.68	5653.95	5361.82	5408.41	5208.31	5798.15	3691.15	4343.81	5610.99	4958.11	5212.36	4447.99	3521.49	5301.14	6875.27	5659.61	5149.25	3836.3	5348.59	6058.38	6947.65	8664.9	5778.64	7208.73	7394.73	7272.89	5534.43	8284.44	7168.4	4649.58	6716.35	6203.26	7687.72	7050.6	7153.72	6723.87	7289.74	5589.95	6948.36	6177.56	5428.71
O00567	O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	2546	2454.65	2569.91	2769.12	1982.09	2395.84	2176.41	1962.4	2208.06	1915.15		3196.83	2210.73	3270.33	2447.88	1944.53	2040.5	2775.52	2624.22	2446.8	3030.47	1890.66	2342.36	3402.19	3345.51	3470.37	3411.77	3485.88	3275.38	3104.18	3413.88	3440.68	3357.63	3100.01	3167.46	2964.8	3377.24	3156.01	3214.11	3051.58	3427.1	4226.22	3955.2	2358.15
O00571	O00571;O15523	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	60332.2	59777.5	59009.9	57964.4	56648.3	56802.9	58907.1	56650.2	57758.5	49355.9	48069.5	55032.3	59957.4	63194.7	58933.1	54598.3	62586.9	60325.2	58360.3	61403.5	56097.9	61457.5	58920.5	48416.8	47747	47096.8	48245.4	45560.4	48082.8	48584.1	49880.9	49416.9	38069.3	52554.8	54924.7	48638.7	52857.1	54558	48131.5	46699.3	49095.7	46314.3	46816.2	39422.5
O00629	O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	1089.4	1106.4	1170.62	772.291	1291.72	1044.26	1456.79	1224.99	1042.59			737.32	1133.37	1079.88		750.285	818.097	722.686	1172.67	898.51		1099.48	534.628	1573.41	1344.35	1323.61	1456.26	1219.43	1318.6	1223.63	1132.86	1473.47	833.131	1236.99	1506.98	1454.21	1048.26	1083.92	1183.48	1105.85	645.522	1515.34	881.309	1108.91
O00712	O00712;P08651;Q12857;Q14938	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	874.26	1710.5	819.299	1783.93	1198.09		1129.18	1196.84	1584.51			2070.96		727.825		423.475		1267.67	1572.78	1662.98			728.704																					
O00743	O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	333.275	414.925	476.723		293.142	253.056	287.089	411.996	268.247					803.005				444.659	717.986				910.829			937.98					582.89		695.288	942.064	1055.22	941.807	877.756		1034.04	702.751		865.282	1003.88	
O00754	O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	535.419	870.106	569.711	991.311	1125.52	963.152	989.188	906.199	946.328	1214.2		1085.82	851.289	1043.81	917.109	1475.13	875.549	786.507	1017.46	535.306	1488.05	1384	1206.32	2730.22	3097.59						2312.17			2714.78	4313.28	2690.54	2785.96	2566.17		2867.64		3158.02		
O14497	O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	1035.87	1278.66	1014.63	1198.34	1408.75	1165.79	1227.06	1077.08	1151.37	857.57		957.917	1481.83	1337.23	1273.25	886.352	1474.09	1310.78	867.41	484.122	1141.47	1073.78	1014.87	3731.59	4402.55	4166.87	3916.52	3810.83	3865.15	3529.68	2964.97	3226.35	3572.52	2993.08	4044.47	3298.74	3999.47	3217.42	3849.93	4314.38	3935.68	3523.29	3302.19	5259.26
O14513	O14513	NCKP5_HUMAN	NCKAP5	Nck-associated protein 5		4364.23	4700.27	3007.86		11540.7	6538.15	4221.29	8464.06	2361.8			3539.43	4691.7		1627.27	3956.06	5698.69	3789.42	5665.36			4227.72											2600.37			5664.17			23577.1			2019.91	34267.9
O14530	O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	329.632	791.015	495.702	307.898	356.374	491.831	627.473	619.748											307.992	464.434		223.199	920.862								170.021			125.861			209.016			402.48		393.179		
O14531	O14531	DPYL4_HUMAN	DPYSL4	Dihydropyrimidinase-related protein 4	363.452	977.904	413.673	1338.82	916.286	920.891	589.971	742.595	644.731		226.677	2326.03						788.501	642.896	1126.44			244.691	1425.02	1686.43												1731.3		1961.92			1716.07		
O14562	O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	4215.66	4567.96	4233.36	5234.34	4755.6	5138.91	4812.48	4788.36	5110.48	5186.01	8017.97	4643.69	4012	4270.06	4770.44	4987.03	4613.13	5030.99	5201.79	3301.05	4532.93	4429.29	5407.23	5082.47	4387.54	4788.91	5063.55	4366.57	4622.77	5321.37	4410.45	4756.99	4852.94	4283.39	4193.83	3754.61	3887.03	4645.91	3774.47	4620.07	4027.62	4386.8	4431.02	4265.37
O14578	O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	1165.97	1163.06	1565.47	1156.03	1466.91	1259.46	984.904	1304.61	1209.42	1106.02		1247.83	979.535	1057.91	1338.41	915.81	1309.44	943.942	1088.16	1324.62	981.518	1113.34	1255.99	1833.33	2207.85	2544.75	1498.42			1930.09	1556.38	2199.43	1641.6	1743.63	1966.5								2313.21	2231.49
O14579	O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	2115.03	3161.6	2729.68	2085.06	2254.54	1940.79	2965.75	1906.34	1811.92			1535.07	2978.23	1997.81	1740.92		2684.29	2466.16	2690.87	1773.85	1542.68	2514.17	3161.19	4716.66	3996.61	5056.17	4845.96	5580.99		5742.41	3476.43	4227.44	4491.14	4083.9	3798.33			3568.11		5643.38	4797	4407.16		3069.92
O14602;P47813	O14602;P47813	IF1AX_HUMAN;IF1AY_HUMAN	EIF1AX;EIF1AY	Eukaryotic translation initiation factor 1A, Y-chromosomal	24825.6	27275.5	31187.7	18229.1	29239.5	28407	27912.5	26064.2	25352.6	18218.8	28611.3	23966.1	19946.9	28569	27924.8	11122	28417.7	22952.9	28761.4	28280.7	18064.3	31197	30283	16562.6	15981.1	18642.1	17946	10706.1	14835	16469	18278.9	19827.3	9238.35	13256.4	14760.7	11867.6	24160.4	26383.6	23573.5	14154	27778.8	26136.6	14549.2	20121.1
O14617	O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	2862.37	3378.86	3204.98	3311.43	2751.07	2929.86	3154.55	3121.52	3148.19	3253.48	5204.4	3064.58	3760.96	3353.21	3099.56	2390.53	3347.77	3626.97	3083.46	3398.22	2716.34	3866	2996.73	3990.43	4512.15	4216.59	4072.09	4415.91	4350.54	4290.08	4244.97	4136.83	4400.45	3947.4	4148.97	4195.98	4248.54	4366.39	4499.3	4412.75	4931.77	4484.05	4350.88	4538.9
O14639	O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1			440.17	117.532	387.959	421.707	455.503	213.956	365.164	450.691		581.907	613.26	81.9675			516.913	370.545		148.622	654.935		164.627																					
O14641	O14641;Q92997	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	1792.88	1956.34	1429.07	1724.51	1793.09	1929.68	1498.64	1576.54	1541.45	2172.76	7036.3	2175.55	2268.91	1815.24	2469.84	2490.25	1288.04	1551.22	1367.36	1326.13	1692.15	1663.62	1615.89	2110.68	2077.1	2456.85	2033.79	2411.82	2347.06	2245.92	2191.66	2612.97	2063.23	1771.19	4285.31	2959.33		1834.05		5660.85	2255.5	2948.79	1846.77	2025.71
O14646	O14646;O14647;Q8TD26;Q9HCK8;Q9P2D1	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	5757.03	5271.33	5327.83	5356	5075.11	4371.63	5001.78	5219.84	4849.38	6680.45	5542.48	4622.52	6930.42	5401.59	4951.14	5728.26	5496.81	5096.34	5680.81	5326.44	5227.37	5232.04	4812.44	6126.86	6517.81	6321.66	6790.04	6252.13	6663.45	6690.02	6519.55	6659.94	6383.56	6604.2	6448.44	6355.88	6075.59	5976.59	6361.25	6047.34	5453.69	6039.12	7142.22	6675.31
O14647	O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	431.385	752.609	1049.78	511.442	758.363	641.884			573.063			964.707		880.465	742.337			765.922	339.659	787.39																								
O14654	O14654	IRS4_HUMAN	IRS4	Insulin receptor substrate 4	12435.7	12483.9	12874.5	13148.6	13119.1	12096	11182.8	12088.8	11918.8	13400.9	6584.18	14073.2	13994.2	12551.9	11864.5	12610.7	9944.35	11228.8	9630.97	11361.1	11259.5	9553.91	9790.05	15295	17011.7	16541.6	15982.4	14159.4	14842.9	15632.7	14455.4	14537.9	17831.1	14934.2	14356	14295.5	13700	14504.1	13017.8	16641.7	13655.6	13700.1	13836.7	14040.6
O14686	O14686	KMT2D_HUMAN	KMT2D	Histone-lysine N-methyltransferase 2D	275.31	285.268	202.757	287.76		83.32	510.386	523.874	592.163					283.761	274.49		405.48	79.9212	758.79	291.7	783.812	278.656	735.321	326.976	332.445	445.154	489.263	274.479		454.897	554.477	405.995	349.542	279.295	267.022		257.881	309.456		316.482		323.149		
O14730	O14730	RIOK3_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3	2088.97	2459.66	3067.29	1464.74	2465.09	2273.04	2404.49	1556.56	2188.93	3403.16		2309.64	3147.31	2505.22	2308.75	3150	2401.18	2284.61	1814.77	2372.78	3315.67	1652.28	2347.58	3255.52	2815.08	3183.83	3120.83	3051.09	3179.52	2979.13	2656.65	3063.4	3127.7	3095.16	3026.3	2647.4	2402.22	3027.87	2928.86	2544.19	2296.28	2473.41	2766.36	2805.76
O14732	O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	576.461					260.579	1155.47	608.816		858.917	2385.43	2027.01	1199.35	1166.33			332.15	729.619	527.069	838.508	721.093	559.91	669.746		2847.24			2741.23	2719.88		2670.25	3452.74	2780.8	2855.2	3251.45			2461.29	2751.45	2652.45		2923.29	2401.79	
O14733	O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	1631.23	2224.26	1970.64	2305.08	1949.06	3057.21	1649.75	1653.89	1608.51	2650.33	5289.46	2127.98	1747.19	2353.25	1042.88	2696.34	2107.16	2062.03	2773.46	2249.63	2212.42	2206.66	2256.69	2502.62	2109.13	1944.15		2836.31	2249.83	2287.38	4002.58	2105.43	2960.41	2740.28	2898.21		1906.88		2483.22	2520.89		1981.32		
O14734	O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8						237.822																																						
O14737	O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	5512.83	5503.52	5896.73	5374.99	6078.47	7121.65	6162.08	5437.28	6180.04	6519	8943.49	7746.26	6559.81	5761.14	7219.06	5856.48	5371.84	5684.97	5726.8	5058.59	6280.45	6636.17	5452.88	3032.31	2911.8	2382.65	2212.71	2127.04	2855.12	2874.89	2187.31	2557.59	2327.77	1948.62	2347.47	2596.27	2153.36	1855.72	1998.94	2254.96	3661.88	2458.92	2525.19	2647.98
O14744	O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	1683.69	1474.36	2281.82	1683.68	2691.12	1570.58	2085.1	1648.18	2401	1799.59		3480.91	1416.21	1784.08	2302.87	1870.31	2300.21	1480.56	2156.11	2162.96	2172.85	2018.76	1943.44	3351.54	2970.31	3133.88	3000.39	3191.78	3099.45	2959.19	2973.35	3211.35	2845.5	3609.69	3650.9	2610.39	3053.41	3003.18	3008.55	3531.41	3589.55	3570.15	2087.89	2895.5
O14745	O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	3380.5	3540.42	2946.37	3452.99	3781.49	3194.52	3071.24	2705.56	2736.16	2857.71	7013.76	2446.42	2478.43	3246.7	2630.49	2781.92	2833.7	3139.4	3342.82	3440.04	3827.35	2801.47	3180.82	2698.17	3137.72	3266.11	3621.79	2731.88	3100.26	3674.2	3596.38	3088.94	3431.24	3041.89	3243.53	3383.16	3124.88	3654.47	3233.5	3208.96	3015.01	3559.02	3884.6	4037.51
O14757	O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	1642.6	1409.09	1373.16	1938.61	1585.53	1844.01	1578.5	1248.65	1475.17	1749.75	3429.07	1525.95	1311.62	1684.29	1385.45	1816.57	2461.38	1245.18	1507.51	1774.88	1686.98	1880.14	1595.03	4262.67	4108.19	3994.14	4393.71	4444.1	2090.42	4564.58	4819.55	4618.12		4604.37	4751.98	4890.91	4337.06	3991.01	4945.91	4453.01	4302.85	4287.49	5200.41	2623.42
O14773	O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	2963.33	3670.54	2528.64	2860.9	2506.62	3869.37	3090.74	2559.79	2290.02	2974.42		2890.21	6040.53	3070.72	2824.88	3321.36	2529.16	2043.35	2120.06	2236.35	2302.43	6772.39	2094.52																					
O14776	O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	8521.54	8579.45	8193.89	8570.77	9007.82	8101.17	8050.62	8887.55	7616.52	7503.64	6722.91	9308.5	10144.2	7667.63	8642.53	7493.55	7971.64	8055.31	7201.86	8062.91	7562.26	6952.87	7546.47	9207.17	10607.4	10061.5	9244.43	9187.75	9465.85	9102.91	9145.23	9427.72	10257.2	8876.94	8627.81	8930.41	8083.57	8485.49	8699.02	8553.7	9491.65	7928.94	8866.44	9086.9
O14777	O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	2089.22	1507.2	2036.76	2142.27	1862.71	2264.18	2442.46	1740.66	2070.92	2232.58		1876.27	1756.7	2069.61	1546.96	1947.03	1631.17	1960.37	2147.7	2230.27	1344.77	1490.01	1993.03	4920.51	4524.89	4370.38	5303.19	5482.56	5908.07	5142.88	5080.8	4864.26	5712.93	4625.58	5224.17	4773.37	5366.24	5113.6	5433.35	5030.78	5273.19	5081.31	4796.2	5262.77
O14787	O14787	TNPO2_HUMAN	TNPO2	Transportin-2																	1114.15							1182.85	917.07			1292.76		1098.52	1305.21	1044.96		1337.56	1365.12	1563.46	1428.54	1680.52	1360.3	1342.24		1304.34	1475.02	
O14802	O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	935.326	1067.47	1029.94	1172.28	1061.95	950.927	822.748	1166.07	890.496	928.544		930.698	654.5	993.401	1121.43	1761.22	1095.87	665.526	1192.72	1049.28	1151.7	1015.65	1078.32	1955.43	1284.54	1351.9	1295.42	1190.11	1135.29	1522.45	1384.48	1537.36	1040.2	1275.09	1347.92	1129.83	1810.6	1357.75	1455.87	1195.82		1536.68	1467.33	1030
O14818	O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	8293.31	9114.4	9364.13	10329.6	8232.48	7728.94	10665.1	9980.23	9542.88	5613.14	1994.56	8877.28	7278.56	9819.32	7128.23	6987.27	8737.84	9163.25	10054.2	9786.2	7255.55	9441.25	9759.72	9598.37	9377.95	9154.78	8558.73	9430.21	8680.22	9245.35	8917.22	10316.4	8173.24	9369.73	9496.83	8131.06	8658.98	8086.83	8412.52	8528.85	6088.15	8793.55	6023.15	7340.37
O14828	O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	1052.59	1283.71			866.22	1198.16													1004.88		1401.89		644.677																					
O14880	O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3		923.637	321.059	421.27	236.527	4049.14	468.034	862.521				852.246	9069.79	664.25			995.891		489.925	758.663		3945.17					3028.25				4979.9		1859.54		1458.6	2794.08			1570.13	1192.81	2335.69			1313.7
O14893	O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	832.969	658.231	1078.87	533.268	807.374	597.448		866.478	641.99	597.371			720.263	683.756	344.207	682.119	551.52	1187.28	619.296	1085.64	599.009	1144.97	997.839																					
O14908	O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	1903.21	1899.14	1842.93	1933.19	1947.3	2083.72	2288.73	1868.38	1377.97	1860.15		4230.7	2479.73	2291.61	2345.74	1977.69	2189.99	1913.81	1841.69	1132.8	1298.08	1361.4	1344.35	4505.17		4864.82		5020.46	3890.22	4213.1	3772.53	4968.37	4453.18		5103.97									4120.64
O14929	O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	8427.47	9714.55	12399.2	16257.4	12824.7	10992.1	12955	13517.6	14117.5	17961.8		11170.6	10146.1	10868.7	16175.3	6499.68	17273.2	9308.14	9099.65	13127	8179.16	9313.98	7816.1	13987.4	18562.9	17037.6	14636	16093.1	16711.1	18111.9	14642	16471	10248.8	14420.8	21454.9	18305.2	12631.2	14293.2	11636.3	17204.7	17767.5	10420.2	15386.6	10929.4
O14936	O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK		158.902	220.926	206.487	239.499	113.971	216.506	221.068						197.131	224.524			282.237	468.104	421.7		322.532	608.616	412.561				453.835				348.902		473.663										
O14949	O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	829.678			717.16	792.764	2801.62				1092.26			3995.07			1395.63				516.114		1838.28																						
O14964	O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	1642.65	1666.45	1946.25	1349.07	2382.79	1316.33	2395.63	2028.73	2061.4	1807.42		2558.59	2370.74	2281.58	1558.48	761.244	2073.84	2127.54	1887.61	1426.56	1557.25	1749.37	395.675	3989.81	3560.76	4335.7	4452.73	3833.68	4304.33	3210.86	3560.01	4054.04	3932.73	3571.77	3595.76	3200.03	3085.23	2842.3	3179.3	2389.72	3724.12	3673.4	4014.83	2974.44
O14965	O14965	AURKA_HUMAN	AURKA	Aurora kinase A	1170.83	1061.68	998.113	737.609	1041.37	728.087	550.768	779.507	846.464			1210.49	784.467	870.605	1212.7	774.947	1071.33	941.518	783.78	1251.75	1166.16	1337.78	698.322	1818.87	2221.78	2171.86	2221.4		2055.77		2044.45	2501.86	1888.12	2057.8	3085.95	1747.55	1843.2	1796.97				1483.62	1939.8	
O14972	O14972	DSCR3_HUMAN	DSCR3	Down syndrome critical region protein 3	351.13	964.096	678.798	1162.98	610.241	842.31	573.097	432.616	724.471				1232.65	573.189	994.27		476.737		595.627	947.047		725.303	444.191		2080.8	4727.07			4500.01															
O14974	O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	3376.85	4085.07	4761.41	4111.94	4419.3	4216.21	3986.53	4016.9	4579.28	4516.31		6020.15	4214.75	3469.39	4166.18	3720.39	3395.07	2896.91	3519.52	3081.11	3371.53	2804.34	2711.14	5553.12	5162.62	5360.17	5191.1	5402.03	5523.36	5233.84	5153.96	5641.8	5531.62	4590.42	4486.01	4236.21	4157.23	4710.36	4297.11	4199.48	3857.74	4152.58	4361.73	5930.39
